,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
526,254940026,254940,Elsa high waist,272,Trousers,Garment Lower body,1010018,Treatment,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,5-pocket trousers in superstretch twill with slim legs and a high waist.
527,255396006,255396,Nora Cardigan,245,Cardigan,Garment Upper body,1010018,Treatment,7,Grey,2,Medium Dusty,12,Grey,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
545,257430029,257430,ROMY 2p,253,Vest top,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
567,262277009,262277,Kim superskinny low waist,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Trousers in washed, superstretch twill with fake front pockets, real back pockets and skinny legs. Low ribbed section at the waist."
568,262277011,262277,Kim superskinny low waist,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Trousers in washed, superstretch twill with fake front pockets, real back pockets and skinny legs. Low ribbed section at the waist."
569,262277026,262277,Kim superskinny low waist,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Trousers in washed, superstretch twill with fake front pockets, real back pockets and skinny legs. Low ribbed section at the waist."
593,266168001,266168,Shaper Shorts (1),304,Underwear Tights,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Shorts in soft functional fabric that effectively regulates body heat to help you maintain a comfortable temperature. The shorts have a sculpting effect on the tummy, hips and thighs. 80 denier."
596,266873006,266873,Micro 2p minishaftless,302,Socks,Socks & Tights,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Shaftless socks in thin cotton jersey with elastication at the top to hold them in place.
606,268305001,268305,Kattis cat sunglasses,81,Sunglasses,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Sunglasses with plastic frames and tinted lenses. UV-protective.
630,272591001,272591,Lena Rib Dress (1),265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Fitted, sleeveless dress in ribbed jersey."
631,272591016,272591,Lena Rib Dress (1),265,Dress,Garment Full body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Fitted, sleeveless dress in ribbed jersey."
646,277738002,277738,Basic overall,267,Jumpsuit/Playsuit,Garment Full body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"All-in-one suit in organic cotton sweatshirt fabric with a jersey-lined hood, zip down the front, front pockets and ribbing at the cuffs and hems."
665,282832001,282832,Kevin softshell jacket (1),262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8558,Men Sport Tops,S,Sport,26,Sport,22,Men H&M Sport,1007,Outdoor,"Softshell jacket in water-repellent functional fabric. Hood with an elastic drawstring and small peak, and a zip down the front with a chin guard. Chest pocket with a zip and earphone outlet on the inside, zipped side pockets, elastication at the cuffs and an elastic drawstring at the hem. Thermal fleece inside. Size of chest pocket approx. 12x17 cm."
695,287645002,287645,Microtights 2pk SG,304,Underwear Tights,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Thin tights with an elasticated waist.
699,287645023,287645,2-p micro tights SG,304,Underwear Tights,Socks & Tights,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Thin tights with an elasticated waist.
713,288859004,288859,Kakan 2-p cableknit BG,304,Underwear Tights,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,7931,Young Girl S&T,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,"Tights in a soft, cable-knit cotton blend with an elasticated waist."
714,288859009,288859,Kakan 2-p cableknit BG,304,Underwear Tights,Socks & Tights,1010016,Solid,11,Off White,3,Light,9,White,7931,Young Girl S&T,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,"Tights in a soft, cable-knit cotton blend with an elasticated waist."
747,291338017,291338,2-p Pelin pointelle,304,Underwear Tights,Socks & Tights,1010013,Other pattern,10,White,3,Light,9,White,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Pointelle-knit tights in a soft cotton blend with an elasticated waist.
776,293244002,293244,Micro 2pk tights BG,304,Underwear Tights,Socks & Tights,1010016,Solid,10,White,3,Light,9,White,7931,Young Girl S&T,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Thin tights with an elasticated waist.
778,293244008,293244,2-p microtights BG,304,Underwear Tights,Socks & Tights,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,7931,Young Girl S&T,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Thin tights with an elasticated waist.
814,294008002,294008,HM+ Cora tee,277,Costumes,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Gently flared top in soft viscose jersey with short sleeves and a rounded hem.
851,297067002,297067,Small dot 1p Tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Flock-print tights with an elasticated waist.
853,297078001,297078,Heavy Chain 1p Tights,304,Underwear Tights,Socks & Tights,1010001,All over pattern,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Textured-knit tights with an elasticated waist.
854,297078002,297078,Heavy Chain 1p Tights,304,Underwear Tights,Socks & Tights,1010010,Melange,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Textured-knit tights with an elasticated waist.
864,299733001,299733,Hilton,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Strapless jersey dress with an elasticated waist. Inner top with elastication at the top.
866,299733008,299733,Hilton,265,Dress,Garment Full body,1010016,Solid,1,Other,6,Undefined,14,undefined,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Strapless jersey dress with an elasticated waist. Inner top with elastication at the top.
873,300024013,300024,Superskinny,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed stretch denim with fake front pockets, real back pockets and skinny legs. Wide ribbing at the waist for optimum comfort."
874,300024016,300024,Superskinny,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed stretch denim with fake front pockets, real back pockets and skinny legs. Wide ribbing at the waist for optimum comfort."
875,300024017,300024,Super skinny denim,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed stretch denim with fake front pockets, real back pockets and skinny legs. Wide ribbing at the waist for optimum comfort."
889,300908003,300908,Freja Coat,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Double-breasted coat in soft fabric with wide shawl lapels and concealed press-studs down the front. One inner pocket, a tab at the back and an asymmetric hem. Lined."
894,301213007,301213,Tilda clean padded bra (1),306,Bra,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Nursing bra in soft microfibre with opening, cotton-lined cups with space for nursing pads. Adjustable shoulder straps and a fastening at the back."
896,301213013,301213,Tilda clean padded bra (1),306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Nursing bra in soft microfibre with opening, cotton-lined cups with space for nursing pads. Adjustable shoulder straps and a fastening at the back."
897,301213014,301213,Tilda clean padded bra (1),306,Bra,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Nursing bra in soft microfibre with opening, cotton-lined cups with space for nursing pads. Adjustable shoulder straps and a fastening at the back."
898,301227002,301227,10pk basic R socks,302,Socks,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,7188,Socks Bin,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Fine-knit socks.
899,301227017,301227,10pk regular,302,Socks,Socks & Tights,1010010,Melange,9,Black,4,Dark,12,Grey,7188,Socks Bin,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Fine-knit socks.
906,301656013,301656,Shirtdress Lou,265,Dress,Garment Full body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Long, straight-cut shirt in soft Tencel™ lyocell denim with a collar and buttons down the front. Chest pockets with a pleat, and long sleeves with buttoned cuffs."
907,301656017,301656,Shirtdress Lou,265,Dress,Garment Full body,1010023,Denim,92,Green,2,Medium Dusty,20,Khaki green,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Long, straight-cut shirt in soft Tencel™ lyocell denim with a collar and buttons down the front. Chest pockets with a pleat, and long sleeves with buttoned cuffs."
943,305304008,305304,Boy Denim Shorts,274,Shorts,Garment Lower body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,"5-pocket, low-rise shorts in washed denim with hard-worn details, a button fly and sewn-in turn-ups at the hems."
958,305931001,305931,Fake 1p Leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Leggings in imitation leather with an elasticated waist.
965,306847002,306847,Honey Leggings 2PACK - TVP,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Leggings in soft cotton jersey with an elasticated waist.
968,306847009,306847,Honey Leggings 2PACK (TVP),273,Leggings/Tights,Garment Lower body,1010010,Melange,9,Black,4,Dark,12,Grey,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Leggings in soft cotton jersey with an elasticated waist.
969,306847010,306847,HONEY 2-P LEGGINGS,273,Leggings/Tights,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Leggings in soft cotton jersey with an elasticated waist.
972,307239001,307239,Hilly Brief 2pk LT,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Shaping briefs in microfibre with a high waist, laser-cut edges and lined gusset. The briefs have a light shaping effect on the waist, bum and hips."
974,307239005,307239,Hilly Brief 2pk HW LS,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Shaping briefs in microfibre with a high waist, laser-cut edges and lined gusset. The briefs have a light shaping effect on the waist, bum and hips."
987,308158008,308158,LS body girly with collar,256,Bodysuit,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Long-sleeved bodysuit in soft organic cotton jersey with a rounded collar and press-studs at the back and crotch. Scalloped edges at the collar and cuffs.
989,308158014,308158,LS body girly with collar,256,Bodysuit,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Long-sleeved bodysuit in soft organic cotton jersey with a rounded collar and press-studs at the back and crotch. Scalloped edges at the collar and cuffs.
1000,309864002,309864,Skinny Cheapo 89,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8956,Young Boy Denim,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1016,Trousers Denim,"Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly and button, front and back pockets, and narrow hems."
1001,309864010,309864,Skinny Cheapo 89 (1),272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,8956,Young Boy Denim,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1016,Trousers Denim,"Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly and button, front and back pockets, and narrow hems."
1009,310091018,310091,3P LS PJ with feet,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,91,Light Green,3,Light,19,Green,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft cotton jersey with a zip down the front and along one leg, long sleeves and full feet."
1035,312543001,312543,Biker Leggings (1),273,Leggings/Tights,Garment Lower body,1010018,Treatment,9,Black,4,Dark,5,Black,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Low-rise leggings in stretch imitation leather with quilted details on the knees. Fake pockets with decorative zips, and a visible zip fastening at the front."
1039,312829007,312829,Cobra Tube.,80,Scarf,Accessories,1010020,Contrast,9,Black,4,Dark,5,Black,3439,EQ & Special Collections,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Tube scarf in a soft knit. Width 60 cm, circumference 180 cm."
1043,312878005,312878,Pablo coat,263,Coat,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Coat in a woven wool blend with a hood and concealed press-studs down the front. Tie belt at the waist, side pockets and a single back vent. Lined. The wool content of the coat is recycled."
1067,316085001,316085,Peggy polo,257,Polo shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Fitted polo-neck top in ribbed jersey with long sleeves.
1068,316085002,316085,Peggy polo,257,Polo shirt,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Fitted polo-neck top in ribbed jersey with long sleeves.
1090,316553025,316553,Washington dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short jersey dress with narrow shoulder straps, a seam at the waist and bell-shaped skirt."
1095,316657008,316657,Karenina Jacket,262,Jacket,Garment Upper body,1010016,Solid,7,Grey,2,Medium Dusty,-1,Unknown,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Biker jacket in imitation leather with a diagonal zip at the front, side pockets and ribbed jersey sections under the arms. Lined."
1108,318035018,318035,Classic Clear umbrella,83,Umbrella,Accessories,1010006,Dot,10,White,3,Light,9,White,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Umbrella in transparent, printed plastic with a plastic handle. Length 77 cm."
1156,321591012,321591,Stefan Scarf,80,Scarf,Accessories,1010010,Melange,9,Black,4,Dark,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Scarf in a soft rib knit. Size 25x170 cm.
